1.000000000000000000e+00,9.663318991661071777e-01,9.399322867393493652e-01,9.662909507751464844e-01,9.452102184295654297e-01,9.476881027221679688e-01,9.281823635101318359e-01,8.945142030715942383e-01,8.681148290634155273e-01,8.944733142852783203e-01,8.733926415443420410e-01,8.758704662322998047e-01,9.292521476745605469e-01,8.955839872360229492e-01,8.691846728324890137e-01,8.955430984497070312e-01,8.744624257087707520e-01,8.769403100013732910e-01,9.275796413421630859e-01,8.939114809036254883e-01,8.675120472908020020e-01,8.938705325126647949e-01,8.727897405624389648e-01,8.752676844596862793e-01,9.149826169013977051e-01,8.813143968582153320e-01,8.549149632453918457e-01,8.812735080718994141e-01,8.601926565170288086e-01,8.626706600189208984e-01,9.153085350990295410e-01,8.816404938697814941e-01,8.552410602569580078e-01,8.815996646881103516e-01,8.605186939239501953e-01,8.629966974258422852e-01
9.663318991661071777e-01,9.999999403953552246e-01,9.449905157089233398e-01,9.749625921249389648e-01,9.469508528709411621e-01,9.479469656944274902e-01,8.945142030715942383e-01,9.281823635101318359e-01,8.731730580329895020e-01,9.031448364257812500e-01,8.751332759857177734e-01,8.761293888092041016e-01,8.955839872360229492e-01,9.292520284652709961e-01,8.742428421974182129e-01,9.042148590087890625e-01,8.762030005455017090e-01,8.771992325782775879e-01,8.939114809036254883e-01,9.275795817375183105e-01,8.725702762603759766e-01,9.025422334671020508e-01,8.745304346084594727e-01,8.755267262458801270e-01,8.813143968582153320e-01,9.149825572967529297e-01,8.599732518196105957e-01,8.899450302124023438e-01,8.619333505630493164e-01,8.629295825958251953e-01,8.816404342651367188e-01,9.153085947036743164e-01,8.602992296218872070e-01,8.902712464332580566e-01,8.622595667839050293e-01,8.632556200027465820e-01
9.399322867393493652e-01,9.449905157089233398e-01,1.000000000000000000e+00,9.382165670394897461e-01,9.303431510925292969e-01,9.284747838973999023e-01,8.681147694587707520e-01,8.731728792190551758e-01,9.281823635101318359e-01,8.663989305496215820e-01,8.585255742073059082e-01,8.566571474075317383e-01,8.691843748092651367e-01,8.742426633834838867e-01,9.292522072792053223e-01,8.674688339233398438e-01,8.595952987670898438e-01,8.577269911766052246e-01,8.675119876861572266e-01,8.725701570510864258e-01,9.275797605514526367e-01,8.657962679862976074e-01,8.579226136207580566e-01,8.560545444488525391e-01,8.549149632453918457e-01,8.599732518196105957e-01,9.149826169013977051e-01,8.531991243362426758e-01,8.453255891799926758e-01,8.434574007987976074e-01,8.552409410476684570e-01,8.602992296218872070e-01,9.153087735176086426e-01,8.535252809524536133e-01,8.456517457962036133e-01,8.437833786010742188e-01
9.662909507751464844e-01,9.749625921249389648e-01,9.382165670394897461e-01,1.000000000000000000e+00,9.454068541526794434e-01,9.594584107398986816e-01,8.944733738899230957e-01,9.031449556350708008e-01,8.663990497589111328e-01,9.281823039054870605e-01,8.735892176628112793e-01,8.876407742500305176e-01,8.955429792404174805e-01,9.042147397994995117e-01,8.674688935279846191e-01,9.292521476745605469e-01,8.746590018272399902e-01,8.887106776237487793e-01,8.938705325126647949e-01,9.025422334671020508e-01,8.657964468002319336e-01,9.275795817375183105e-01,8.729863166809082031e-01,8.870382905006408691e-01,8.812735676765441895e-01,8.899451494216918945e-01,8.531991243362426758e-01,9.149825572967529297e-01,8.603892922401428223e-01,8.744410872459411621e-01,8.815994858741760254e-01,8.902712464332580566e-01,8.535253405570983887e-01,9.153085947036743164e-01,8.607153892517089844e-01,8.747670650482177734e-01
9.452102184295654297e-01,9.469508528709411621e-01,9.303431510925292969e-01,9.454068541526794434e-01,1.000000119209289551e+00,9.483529329299926758e-01,8.733924031257629395e-01,8.751331567764282227e-01,8.585255742073059082e-01,8.735890984535217285e-01,9.281826019287109375e-01,8.765352964401245117e-01,8.744623064994812012e-01,8.762028217315673828e-01,8.595953583717346191e-01,8.746590018272399902e-01,9.292523860931396484e-01,8.776051402091979980e-01,8.727897405624389648e-01,8.745304346084594727e-01,8.579227924346923828e-01,8.729863166809082031e-01,9.275797605514526367e-01,8.759325742721557617e-01,8.601927757263183594e-01,8.619334101676940918e-01,8.453257083892822266e-01,8.603892922401428223e-01,9.149827361106872559e-01,8.633355498313903809e-01,8.605186939239501953e-01,8.622595667839050293e-01,8.456519246101379395e-01,8.607154488563537598e-01,9.153088331222534180e-01,8.636615276336669922e-01
9.476881027221679688e-01,9.479469656944274902e-01,9.284747838973999023e-01,9.594584107398986816e-01,9.483529329299926758e-01,1.000000000000000000e+00,8.758704662322998047e-01,8.761293292045593262e-01,8.566571474075317383e-01,8.876407742500305176e-01,8.765353560447692871e-01,9.281823635101318359e-01,8.769401311874389648e-01,8.771991729736328125e-01,8.577269911766052246e-01,8.887106776237487793e-01,8.776050209999084473e-01,9.292522072792053223e-01,8.752676844596862793e-01,8.755266070365905762e-01,8.560545444488525391e-01,8.870379924774169922e-01,8.759325742721557617e-01,9.275797605514526367e-01,8.626706600189208984e-01,8.629297018051147461e-01,8.434574007987976074e-01,8.744409680366516113e-01,8.633354902267456055e-01,9.149826169013977051e-01,8.629966378211975098e-01,8.632556200027465820e-01,8.437834382057189941e-01,8.747670650482177734e-01,8.636615276336669922e-01,9.153085947036743164e-01
9.281821846961975098e-01,8.945140242576599121e-01,8.681145906448364258e-01,8.944732546806335449e-01,8.733922839164733887e-01,8.758702874183654785e-01,9.999999403953552246e-01,9.663317799568176270e-01,9.399322867393493652e-01,9.662908911705017090e-01,9.452102184295654297e-01,9.476881027221679688e-01,9.448313713073730469e-01,9.111632108688354492e-01,8.847638368606567383e-01,9.111225008964538574e-01,8.900415897369384766e-01,8.925195336341857910e-01,9.784958362579345703e-01,9.448277354240417480e-01,9.184282422065734863e-01,9.447868466377258301e-01,9.237059354782104492e-01,9.261839985847473145e-01,9.353753328323364258e-01,9.017070531845092773e-01,8.753076195716857910e-01,9.016661047935485840e-01,8.805852532386779785e-01,8.830633163452148438e-01,9.387757182121276855e-01,9.051076173782348633e-01,8.787081241607666016e-01,9.050666689872741699e-01,8.839859366416931152e-01,8.864638209342956543e-01
8.945140242576599121e-01,9.281821846961975098e-01,8.731727004051208496e-01,9.031447768211364746e-01,8.751329779624938965e-01,8.761291503906250000e-01,9.663317799568176270e-01,9.999999403953552246e-01,9.449905157089233398e-01,9.749624133110046387e-01,9.469506740570068359e-01,9.479468464851379395e-01,9.111631512641906738e-01,9.448313117027282715e-01,8.898220658302307129e-01,9.197940230369567871e-01,8.917821645736694336e-01,8.927783966064453125e-01,9.448276758193969727e-01,9.784957766532897949e-01,9.234864711761474609e-01,9.534584283828735352e-01,9.254465103149414062e-01,9.264428615570068359e-01,9.017070531845092773e-01,9.353751540184020996e-01,8.803656697273254395e-01,9.103377461433410645e-01,8.823258280754089355e-01,8.833221793174743652e-01,9.051074981689453125e-01,9.387757182121276855e-01,8.837664127349853516e-01,9.137383103370666504e-01,8.857265114784240723e-01,8.867226243019104004e-01
8.681145310401916504e-01,8.731728196144104004e-01,9.281821250915527344e-01,8.663988113403320312e-01,8.585252761840820312e-01,8.566569089889526367e-01,9.399321675300598145e-01,9.449903368949890137e-01,9.999999403953552246e-01,9.382164478302001953e-01,9.303431510925292969e-01,9.284746050834655762e-01,8.847635984420776367e-01,8.898218274116516113e-01,9.448313713073730469e-01,8.830479979515075684e-01,8.751745223999023438e-01,8.733062744140625000e-01,9.184281826019287109e-01,9.234863519668579102e-01,9.784958958625793457e-01,9.167124629020690918e-01,9.088389277458190918e-01,9.069706201553344727e-01,8.753075599670410156e-01,8.803656697273254395e-01,9.353751540184020996e-01,8.735916614532470703e-01,8.657182455062866211e-01,8.638499379158020020e-01,8.787078857421875000e-01,8.837662339210510254e-01,9.387757182121276855e-01,8.769923448562622070e-01,8.691188097000122070e-01,8.672505021095275879e-01
8.944733142852783203e-01,9.031448364257812500e-01,8.663989305496215820e-01,9.281823039054870605e-01,8.735890984535217285e-01,8.876407742500305176e-01,9.662910103797912598e-01,9.749625921249389648e-01,9.382167458534240723e-01,1.000000000000000000e+00,9.454068541526794434e-01,9.594584107398986816e-01,9.111223816871643066e-01,9.197940230369567871e-01,8.830482363700866699e-01,9.448314309120178223e-01,8.902382850646972656e-01,9.042900800704956055e-01,9.447869658470153809e-01,9.534586071968078613e-01,9.167125821113586426e-01,9.784958958625793457e-01,9.239026904106140137e-01,9.379544258117675781e-01,9.016662836074829102e-01,9.103378653526306152e-01,8.735918998718261719e-01,9.353752136230468750e-01,8.807818889617919922e-01,8.948337435722351074e-01,9.050666689872741699e-01,9.137384891510009766e-01,8.769925832748413086e-01,9.387757778167724609e-01,8.841826319694519043e-01,8.982342481613159180e-01
